"CaseID","weight1","weight2","weight3","sflag","D1","D2","D3","D4A","D4B","D4C","D4E","D5","D7","D8A","S2","D6","R0","R1_a","R1_b","R1_c","R1_d","R1_e","R1_f","R1_g","R1_h","R1_Refused","R3","R7","H0_a","H0_b","H0_c","H0_d","H0_e","H0_f","H0_g","H0_Refused","H1","H4","H5","H7_a","H7_b","H7_c","H7_d","H7_e","H7_f","H7_Refused","M0","M2","M3","M4","L0","L1_a","L1_b","L1_c","L1_d","L1_e","L1_f","L1_Refused","A0","A0A_a","A0A_b","A0A_c","A0A_d","A0A_e","A0A_f","A0A_g","A0A_h","A0A_Refused","A0B","A1A","A1B","A1C","A2A","A4","C1","C2A","C3","C4A","C4B","C4C","C4D","ED0","ED1","ED3","ED4","ED5","ED6A_a","ED6A_b","ED6A_c","ED6A_d","ED6A_e","ED6A_f","ED8","ED9","ED10","ED11A_a","ED11A_b","ED11A_c","ED11A_d","ED11A_e","ED11A_f","ED12","ED13_a","ED13_b","ED13_c","ED13_d","ED13_e","ED13_f","ED13_g","ED13_Refused","ED14_a","ED14_b","ED14_c","ED14_d","ED14_e","ED14_f","ED14_g","ED14_h","ED14_Refused","ED15","ED16","S7_a","S7_b","S7_c","T0_A1","T0_B1","T0_C1","T0_D1","T0_1_Refused","T0_A2","T0_B2","T0_C2","T0_D2","T0_2_Refused","T0_A3","T0_B3","T0_C3","T0_D3","T0_3_Refused","T1_A1","T1_A2","T1_A3","T1_B1","T1_B2","T1_B3","T1_C1","T1_C2","T1_C3","T1_D1","T1_D2","T1_D3","T1_E1","T1_E2","T1_E3","T2","T2B_1","T2B_2","T2B_3","T2B_4","T2B_5","T2B_6","T5","T7","E1_a","E1_b","E1_c","E1_d","E1_e","E1_f","E2","E4_a","E4_b","E4_c","E4_d","E4_e","E4_f","E4_g","E4_h","E4_i","B2","DOV_B3B4","B3","B4","B5","B6","B7","K0","K1","K1B","K2_b","K2_c","K2_d","K2_e","K2_f","K2_g","K2_h","K2A","K2B","K2C","K14_a","K14_b","K14_c","K14_d","K14_e","K14_f","K14_g","K14_h","K14_Refused","K16","K17","K18","K3_a","K3_b","K3_c","K3_d","K3_e","K3_f","K3_g","K3_h","K3_i","K3_j","K3_k","K3_l","K5A","K8A","K9_a","K9_b","K9_c","K9_d","K9_e","K9_f","K10_a","K10_b","K10_c","K10_d","K10_e","K10_f","K10_g","K10_h","K10_i","K10_j","K10_k","X1","X2_a","X2_b","X2_c","X2_d","X2_e","X2_f","X2_g","X2_h","X2_i","X2_j","X2_Refused","X9","X10","I1","I2","I2A","I3_a","I3_b","I3_c","I3_d","I3_e","I3_f","I3_g","I3_h","I3_i","I3_j","I3_k","I3_Refused","I7","E1B","E1A","E3A_a","E3A_b","E3A_c","E3A_d","E3A_e","E3A_f","E3A_g","E3A_h","E3A_i","E3A_Refused","E3B","ppcmdate","ppage","ppagecat","ppagect4","ppethm","ppgender","pphhhead","pphhsize","pphouse","ppincimp","ppmarit","ppmsacat","ppreg9","pprent","ppstaten","PPT01","PPT25","PPT612","PPT1317","PPT18OV","ppwork","ppnet","sector","control","ppcm0160","ind2","T2B_Refused","T2B_total","S7_total","E1_total","avoidtreatment","insurance","ppreg4"
12633,,0.878,1.1497,1,4,8,,,3,,,9,1,0,1,1990,,,,,,,,,,,,,1,0,0,0,0,0,0,0,3,3,3,,,,,,,,1,0,1,823,1951,0,0,0,0,0,0,1,0,,,,,,,,,,0,,,,,1,3,1,0,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,,,,,,,,,,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,2,0,1,0,1,0,0,0,0,0,0,0,0,3,20140428,63,5,4,1,1,1,2,1,13,1,1,3,1,33,0,0,0,0,2,5,1,,,,,0,0,0,1,0,1,2
12634,,0.7832,0.9728,1,1,1,1,,,3,1,1,1,0,1,1999,,,,,,,,,,,,,1,0,1,0,0,0,0,0,3,5,3,,,,,,,,1,0,1,1200,,,,,,,,,0,,,,,,,,,,0,,,,,1,5,1,0,1,0,1,0,6,7,,,,,,,,,,1969,1973,1,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,1,4,4,3,3,3,3,6,66,1,0,1,1,0,0,1,3,,1,,,,,,,,,,5,5,3,1,8,8,8,1,1,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,1,25,3,0,1,0,0,0,0,1,1,1,0,0,0,2,1,,0,0,1,0,0,0,0,0,0,0,,20140508,63,5,4,1,1,0,2,1,17,1,0,4,1,43,0,0,0,0,2,1,1,1,1,22,561000,0,0,0,2,0,1,2
12635,,,0.4172,3,3,8,,,3,,,,1,0,1,2005,,,,,,,,,,,,,0,0,0,0,0,0,1,0,8,8,3,0,0,0,0,0,1,0,0,,,,2013,0,0,0,0,0,1,0,0,,,,,,,,,,0,,,,,8,8,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,8,8,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,1,2,2,3,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,2,20140513,80,7,4,1,2,1,2,1,4,2,1,3,1,31,0,0,0,0,2,5,1,,,,,0,0,0,0,0,1,2
12636,,1.1306,1.2867,1,5,8,,,3,,,6,1,1,1,1992,,,,,,,,,,,,,0,0,1,0,0,0,0,0,3,3,3,,,,,,,,1,0,1,1400,2012,0,0,0,0,1,0,0,0,,,,,,,,,,0,,,,,8,2,0,,,,,,3,7,1962,1964,5,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,1,1,0,0,1,,,,,,,,,,,1,0,0,0,0,,,4000,,,0,,,1,,,1,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,1,3,3,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,2,1,,0,0,1,0,0,0,0,0,0,0,,20140508,72,6,4,4,1,1,4,1,12,1,1,7,1,74,0,0,0,0,4,5,1,0,1,,,0,0,1,2,0,1,3
12637,,,0.1079,3,1,5,,,,,,1,1,1,1,2014,,,,,,,,,,,,,1,0,0,0,1,1,0,0,,8,3,0,0,0,0,0,1,0,0,,,,,,,,,,,,0,,,,,,,,,,1,,,,1,3,1,-1,,,,,,3,8,2010,2012,5,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,8,8,1,0,999,1,0,0,0,0,,,,,,,,,,,7500,,,180,,,8,,,0,,,0,,,,5000,2500,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,1,0,0,1,20140504,25,2,1,5,2,1,2,3,7,1,1,5,2,54,0,0,0,0,2,4,1,4,1,,,0,7500,1,0,1,1,3
12638,,1.1377,0.511,1,1,1,1,,,3,2,1,1,0,1,2012,,,,,,,,,,,,,1,0,1,1,1,1,0,0,3,5,3,0,1,0,0,0,0,0,0,,,,,,,,,,,,1,0,0,0,1,1,0,0,0,0,,0,0,0,,1,4,1,0,1,1,1,0,3,8,2004,2007,2,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,2,2,1,0,0,1,0,0,0,0,,,,,,,,,,,2000,,,79,,,1,,,0,,,0,,,,0,0,22000,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,4,4,5,3,5,4,6,60,1,0,0,1,0,0,0,3,,3,,,,,,,,,,12,7,2,1,0,8,1,1,1,1,0,0,0,0,8,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,2,5,1,1,1,1,0,0,1,0,1,0,1,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,1,20140902,29,2,1,1,1,1,3,1,10,6,1,5,1,58,0,1,0,0,2,1,1,1,1,1,722000,0,22000,1,1,0,1,3
12639,,,0.3898,3,1,5,,,,,,1,1,0,1,1970,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,3,3,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,1,,,,2,3,3,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4,5,4,3,3,2,1,,1,0,0,0,0,0,0,,,,,,,,,,,,,,,3,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,3,0,0,0,1,0,0,0,0,0,0,0,0,2,20140714,50,4,3,4,2,0,3,1,1,6,1,9,1,93,0,1,0,0,2,7,1,,,,,0,0,0,0,1,0,4
12640,,1.1258,1.592,1,1,1,1,,,3,3,9,1,0,1,1994,,,,,,,,,,,,,0,0,1,0,1,1,0,0,3,5,3,,,,,,,,1,0,1,1775,,,,,,,,,1,0,0,1,1,0,0,0,0,0,,0,0,0,,1,5,1,0,1,0,1,0,6,3,,,,,,,,,,1979,1988,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,7,5,0,0,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,4,3,3,4,2,5,5,64,1,0,1,1,1,0,0,3,,2,,,,,,,,,,5,4,2,1,8,0,8,1,1,1,1,0,0,1,8,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,2,2,0,1,0,0,0,1,0,1,0,0,0,0,2,1,,1,0,1,0,0,0,0,0,0,0,,20140509,45,4,3,2,1,1,2,1,19,1,1,9,1,93,0,0,0,0,2,1,1,1,1,1,445000,0,0,0,2,0,1,4
12642,,1.1224,0.671,1,1,1,1,,,3,2,1,1,0,2,,4,0,0,0,1,1,0,0,0,0,705,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1,,,,1,3,2,0,,,,,,7,1,,,,,,,,,,2001,2005,5,1,-1,-1,-1,1,1,5,,,,,,,,,,,,,,,,,,6,2,1,-1,-1,1,0,0,0,0,,,,,,,,,,,80000,,,350,,,1,,,0,,,0,,,,0,0,50000,0,30000,0,1,,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,5,1,1,1,4,3,6,70,1,0,0,0,0,0,0,1,3,,,,,,,,,,,2,25,4,1,8,8,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,4,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,1,20140618,31,2,2,4,1,1,2,3,10,1,1,3,2,35,0,0,0,0,2,1,1,2,2,2,521000,0,80000,1,0,1,1,2
12644,,1.1329,1.4979,1,1,1,1,,,3,2,6,1,0,2,,4,0,1,1,0,0,0,0,0,0,2200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,1,5,1,1,,,,,7,9,,,,,,,,,,2005,2006,2,1,1,1,0,0,1,2,,,,,,,,,,,,,,,,,,6,6,1,0,0,1,0,0,0,0,,,,,,,,,,,49000,,,300,,,1,,,0,,,0,,,,0,0,20000,0,29000,0,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,4,4,4,1,1,5,6,999,1,0,0,1,0,0,0,,,,,,,,,,,,,3,3,3,0,1,8,0,1,8,1,8,0,0,0,8,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,1,15,2,1,1,1,1,1,1,1,1,1,1,0,0,2,1,,1,0,1,0,0,0,0,0,0,0,,20140916,36,3,2,1,1,1,6,1,14,1,0,8,2,82,0,1,2,1,2,1,1,2,2,12,621000,0,49000,1,2,0,1,4
12645,,,0.3461,3,1,1,1,,,3,1,,1,1,2,,4,0,0,1,1,1,0,0,0,0,600,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,1,0,,1,0,1,,3,2,0,,,,,,5,9,,,,,,,,,,2004,2007,4,1,1,0,0,0,1,,,,,,,,,,,,,,,,,,,1,1,1,3,999,1,0,0,0,0,,,,,,,,,,,5000,,,0,,,3,,,1,,,0,,,,0,1500,3500,0,0,0,3,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,3,2,3,2,4,3,6,999,1,1,0,0,0,0,0,,,,,,,,,,,,,888,888,4,1,8,8,8,1,8,8,8,8,0,0,8,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,3,0,,,,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,1,0,0,1,20140507,27,2,1,2,2,0,1,1,8,5,1,2,1,21,0,0,0,0,1,1,1,1,1,14,812100,0,5000,1,0,1,1,1
12646,,0.674,0.8319,1,1,8,,,3,,,9,1,0,1,2010,,,,,,,,,,,,,0,0,0,0,0,1,0,0,2,4,3,0,1,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,1,5,1,1,,,,,3,5,1980,1981,2,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,2,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,3,3,3,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,2,1,,1,0,1,0,0,0,0,0,0,0,,20140531,67,6,4,1,1,1,2,3,14,1,1,5,1,57,0,0,0,0,2,5,1,2,2,,,0,0,0,2,0,1,3
12647,,,0.1845,3,1,1,1,,,2,2,1,1,1,1,1996,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,4,3,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,1,,,,1,8,1,0,,,,,,5,9,,,,,,,,,,1981,1984,4,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,7,7,0,1,1,,,,,,1,0,1,1,0,1,0,0,0,0,,-1,-1,,-1,-1,,3,3,,1,1,,1,1,0,0,0,0,0,0,0,,,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,4,2,3,2,5,6,999,1,0,0,1,1,0,0,,,,,,,,,,,,,888,888,3,1,1,1,8,1,8,8,8,8,0,8,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,2,-1,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,1,1,1,0,0,2,20140707,51,4,3,1,2,1,3,1,8,1,0,6,1,61,0,0,0,0,3,1,1,1,1,16,814000,0,0,1,0,1,1,3
12648,,0.7919,0.4138,1,1,8,,,3,,,9,1,0,1,1987,,,,,,,,,,,,,1,1,1,0,1,1,0,0,1,3,3,,,,,,,,1,0,1,1100,,,,,,,,,0,,,,,,,,,,0,,,,,1,4,1,0,1,0,1,0,2,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,0,,,,,,,,,,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,2,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,2,1,,0,0,1,0,0,0,0,0,0,0,,20140509,71,6,4,1,1,1,2,1,8,1,1,7,1,74,0,0,0,0,2,5,1,,,,,0,0,0,2,1,1,3
12649,,,0.2779,3,6,1,2,,,2,1,,1,1,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2014,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,1,0,0,,8,8,1,0,0,1,0,0,6,9,,,,,,,,,,1993,2000,5,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,8,8,1,3,999,1,0,1,0,0,,,,,,,,,,,0,,,0,,,3,,,1,,,1,,,,0,0,84500,0,0,12000,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,4,5,2,7,999,1,0,0,1,0,0,0,,,,,,,,,,,,,888,888,3,8,8,8,8,8,8,1,8,8,0,8,0,0,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,0,0,0,0,0,0,1,0,3,1,1,0,1,0,1,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,20140806,39,3,2,2,2,0,2,3,10,5,0,5,1,57,0,0,0,0,2,1,1,2,2,14,623000,0,96500,1,0,1,0,3
12650,,,1.0108,3,4,1,1,,,3,1,9,1,0,2,,4,0,0,1,0,0,0,0,0,0,888888,4,,,,,,,,,,,,,,,,,,,,,,,2006,0,0,0,0,0,1,0,0,,,,,,,,,,0,,,,,8,2,0,,,,,,2,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,,,,,,,,8,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3,3,2,3,3,3,2,999,0,0,0,0,0,0,0,,,,0,0,0,0,1,0,0,0,0,,888,,1,1,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,2,0,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,1,0,0,1,20140501,58,5,3,2,1,1,6,1,10,1,1,7,2,72,0,0,0,1,5,1,1,,,16,722000,0,0,0,0,0,1,3
12651,,1.4982,1.8213,1,4,1,1,,,3,1,1,1,0,1,1999,,,,,,,,,,,,,0,0,1,0,0,0,0,0,3,8,3,,,,,,,,1,0,2,1200,-1,0,0,0,0,0,0,1,0,,,,,,,,,,0,,,,,1,3,1,0,0,1,0,0,3,11,-1,-1,-1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,8,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,1,2,2,1,1,1,4,7,888,0,0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0,,888,,1,1,8,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,,,,,,,,,,,,1,1,,0,0,1,0,0,0,0,0,0,0,,20140515,62,5,4,4,1,1,2,1,15,1,1,5,1,59,0,0,0,0,2,1,1,1,1,27,484000,0,0,0,2,0,1,3
12652,,,0.3483,3,1,1,2,,,3,2,,1,0,1,2001,,,,,,,,,,,,,0,0,1,0,1,1,0,0,2,5,3,,,,,,,,1,0,2,577,,,,,,,,,1,0,0,0,1,0,0,0,0,0,,0,0,0,,3,2,1,0,1,0,0,0,3,11,2005,2007,3,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,2,2,0,3,1,,,,,,,,,,,1,0,1,0,0,,,0,,,0,,,1,,,0,,,0,0,0,0,0,0,0,0,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3,4,5,1,3,999,0,1,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0,,888,,1,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,,,,,,,,,,,,,,2,0,0,0,1,0,1,0,0,0,0,0,0,1,20140520,61,5,4,1,1,1,1,4,10,3,0,6,1,63,0,0,0,0,1,1,1,1,1,20,444000,0,0,1,0,1,0,3
12654,,,0.2949,3,1,3,,,,,,,0,0,3,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,8,8,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,0,3,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,1,0,,20140508,30,2,2,1,2,0,4,1,3,5,0,2,2,21,0,0,0,0,4,4,1,,,,,0,0,0,0,0,0,1
12658,,,0.7163,3,1,8,,,3,,,9,1,0,1,1957,,,,,,,,,,,,,0,0,0,0,0,1,0,0,8,8,3,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,0,,,,,2,5,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,,,,,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,4,1,3,3,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,2,1,,1,0,1,0,0,0,0,0,0,0,,20140523,82,7,4,1,2,1,2,1,9,1,1,2,1,21,0,0,0,0,2,5,1,,,,,0,0,0,2,0,1,1
12659,,0.6005,0.302,1,3,8,,,3,,,,1,0,1,1958,,,,,,,,,,,,,0,0,0,0,0,1,0,0,2,3,3,,,,,,,,0,,,,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,,2,5,1,0,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,,,,,,,,,,1,1,0,3,1,,,,,,,,,,,1,0,0,0,0,,,45000,,,0,,,8,,,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,3,4,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,2,0,1,0,0,1,1,0,0,0,0,0,0,5,20140510,82,7,4,1,2,1,3,1,10,2,1,1,1,14,0,0,0,0,3,5,1,,,,,0,0,1,1,0,1,1
12660,,1.0521,1.4032,1,4,1,1,,,3,2,,1,0,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2008,1,0,0,0,0,0,0,0,,,,,,,,,,0,,,,,1,4,1,1,,,,,7,2,,,,,,,,,,1997,2001,4,-1,-1,-1,-1,1,-1,2,,,,,,,,,,,,,,,,,,2,2,1,3,999,1,0,0,0,0,,,,,,,,,,,1300,,,200,,,1,,,0,,,0,,,,0,0,0,0,20000,0,1,,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,4,4,5,3,2,6,65,1,1,1,0,0,0,0,3,,5,,,,,,,,,,0,1,3,8,0,0,0,1,1,1,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,1,0,,,,,,,,,,,,,,3,1,,1,0,0,0,0,0,0,0,0,0,,20140427,35,3,2,1,1,0,3,1,16,5,1,5,1,56,0,0,0,0,3,1,1,1,1,29,,0,20000,1,2,0,1,3
12661,,,2.5429,3,5,1,1,,,2,2,,1,0,2,,2,0,1,0,0,1,0,0,0,0,200,9,,,,,,,,,,,,,,,,,,,,,,,1982,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,,1,1,1,,3,2,1,1,,,,,6,13,,,,,,,,,,2001,2009,5,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,8,8,1,3,999,1,0,0,0,0,,,,,,,,,,,60000,,,20,,,3,,,0,,,1,,,,0,3000,30000,0,0,0,1,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,3,3,3,3,3,3,7,999,1,0,0,0,0,0,0,,,,,,,,,,,,,888,888,4,8,8,8,8,8,8,8,8,8,8,8,8,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,1,-1,,,,,,,,,,,,,,2,1,,0,0,0,0,0,0,0,1,0,0,3,20140606,31,2,2,4,2,1,1,1,3,5,1,5,1,59,0,0,0,0,1,1,0,,,20,454000,0,33000,1,2,1,0,3
12665,,,0.3162,3,3,7,,,,,,,1,0,2,,4,0,0,0,0,0,0,1,1,0,2500,4,,,,,,,,,,,,,,,,,,,,,,,2014,0,1,0,0,1,0,0,0,,,,,,,,,,0,,,,,3,3,0,,,,,,3,12,2003,2008,4,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,3,6,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,3,3,4,999,1,0,0,0,0,0,0,,,,,,,,,,,,,,,3,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,20,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,,20140507,63,5,4,2,2,1,2,1,8,3,1,7,1,74,0,0,0,0,2,6,1,4,1,,,0,0,0,2,0,0,3
