CaseID,weight_orig,XYEAR,D0,D1,DOV_LIVARR,D2,D3,D4A,D4B,D4C,D5,S1A,S1B,S2,S3,S4,S5,S4A,S5A,S7_a,S7_b,S7_c,S7_d,DOV_SDEBT1,DOV_SDEBT2,DOV_SDEBT3,DOV_SDEBT4,S11,S12,S13A,S13B,S14_a,S14_b,S15,R1_a,R1_b,R1_c,R1_d,R1_e,R1_f,R1_g,R1_h,R1_Refused,R2,R3A,H0,H1,H4,H5,H6,L1,L2,L1A,L2A,L3,A1A_a,A1A_b,A1A_c,A1B_a,A1B_b,A1B_c,A3,A4,A5,A6,A7,C1,C2_a,C2_b,C3,C4_a,C4_b,C4_c,C4_d,T1_A1,T1_A2,T1_A3,T1_A4,T1_B1,T1_C1,T1_D1,T1_E1,T1_B2,T1_C2,T1_D2,T1_E2,T1_B3,T1_C3,T1_D3,T1_E3,T1_B4,T1_C4,T1_D4,T1_E4,T1A_F1,T1A_F2,T1A_F3,T1A_F4,T1A_G1,T1A_G2,T1A_G3,T1A_G4,T2,T3,T4,T6,T7,T8,E1_a,E1_b,E1_c,E1_d,E1_e,E1_f,E2,E3,E4_a,E4_b,E4_c,E4_d,E4_e,E4_f,E4_g,E4_h,B1_a,B1_b,B2,B3,K0,K1,K2_a,K2_b,K2_c,K2_d,K2_e,K2_f,K2_g,K2_h,K2_Refused,K3_a,K3_b,K3_c,K3_d,K3_e,K3_f,K3_g,K3_h,K3_i,K3_j,K3_k,K3_l,K3_Refused,K4,K5,K6,K7,K8,K9_a,K9_b,K9_c,K9_d,K9_e,K10_a,K10_b,K10_c,K10_d,K10_e,K10_f,K10_g,K10_h,K10_i,K10_j,K10_k,K10_Refused,K11,K12,K13,X1,X2_a,X2_b,X2_c,X2_d,X2_e,X2_f,X2_g,X2_h,X2_i,X2_j,X2_k,X2_Refused,X3,X4_a,X4_b,X4_c,X4_d,X4_e,X4_f,X4_Refused,X5,X6_a,X6_b,X6_c,X6_d,X6_e,X6_f,X6_g,X6_Refused,X7,X8,X9,X10,Y1,Y2,DOV_Y3_Y4,Y3_a,Y3_b,Y3_c,Y3_d,Y3_e,Y3_Refused,Y4_a,Y4_b,Y4_c,Y4_d,Y4_e,Y4_Refused,I1,I2,I3_a,I3_b,I3_c,I3_d,I3_e,I3_f,I3_g,I3_h,I3_i,I3_j,I3_k,I3_Refused,I4,I4A,I5,I6,I6A,I7,I8_a,I8_b,I8_c,I9,I10_a,I10_b,I10_c,I10_d,I10_e,I10_f,I10_g,I10_Refused,DOV_E1A_E1B,E1A,E1B,E3B_a,E3B_b,E3B_c,E3B_d,E3B_e,E3B_f,E3B_g,E3B_h,E3B_i,E3B_Refused,E4B,G1,G2,G3,P3,P4,P5,P6,P7,P8,PPAGE,PPAGECAT,PPAGECT4,PPEDUC,PPEDUCAT,PPETHM,PPGENDER,PPHHHEAD,PPHHSIZE,PPHOUSE,PPINCIMP,PPMARIT,PPMSACAT,PPREG4,PPREG9,PPRENT,PPSTATEN,PPT01,PPT25,PPT612,PPT1317,PPT18OV,PPWORK,PPNET,sector,control,weight,totalstudentloan,A1a,A1b,A1c,normincome,normalincome,income,insurance,avoidtreatment,T6a,studentloans
3574,.3339,1939,4,1,,8,,,3,,,,1,1,,,,1,1,0,0,0,0,0,0,0,0,1,0,71,,1,0,0,,,,,,,,,,,,2003,3,3,3,,,,,,,,,,,,0,0,2,2,2,,5,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,8,5,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,1,0,1,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,4,1,,4,1,0,1000,0,1,,,,,,,,,2,,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,4,1,1,,,1,73,6,4,9,2,1,2,1,1,2,10,2,1,1,2,1,23,0,0,0,0,1,5,1,,,.2662,0,,,0,,4,4,1,0,,0
1537,.6603,1961,1,2,1,5,,,,,1,1,,2,0,,,,,0,0,0,0,0,0,0,0,8,0,,4,1,0,1,0,1,0,0,0,1,0,1,0,0,475,,,,,,,,,,,,,0,,,,0,1,,1,0,4,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,5,5,4,4,4,6,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,2,0,0,10,10,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,0,1,1,,,,,,,,,,,,,,1,30,0,1,0,0,1,0,1,1,0,0,0,0,60000,,2,,,3,0,700,300,2,0,1,0,0,0,0,0,0,2,,1,0,0,1,0,0,0,0,0,0,0,1,2,1,5,3,1,2,,,,52,4,3,13,4,1,2,1,2,1,14,1,0,3,5,2,54,0,0,0,0,2,2,1,,,.6375,0,,,0,60000,5,5,1,0,,0
96,.4505,1976,1,2,1,1,1,,,,5,1,,2,0,,,,,0,0,0,999,0,0,0,0,3,0,,3,0,0,1,0,0,0,0,1,0,0,0,0,1,1510,,,,,,,,,,,,,0,,,,0,1,,1,0,5,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,5,3,3,3,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,8,0,0,10,10,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,,,,,,,,,1,2,0,0,1,1,,,,,,,,,,,,,,1,20,1,1,0,1,1,0,1,1,0,0,0,0,110000,,2,,,2,100,900,0,1,,,,,,,,,2,,1,0,0,1,0,0,0,0,0,0,0,1,,,2,2,1,1,,,2,37,3,2,10,3,1,1,1,4,1,16,1,1,3,5,2,54,0,0,1,1,2,1,1,,,.5972,0,,,0,110000,7,7,1,0,,0
1180,1.0711,1962,1,2,1,1,1,,,,5,1,,2,0,,,,,0,1,1,999,0,1,1,0,2,0,,9,0,0,0,0,0,1,1,1,0,0,0,0,1,1150,,,,,,,,,,,,,0,,,,0,3,3,3,0,1,0,0,0,0,1,0,0,,1,1,,,,,,1,1,-1,-1,0,0,1,-1,,,,,,160000,800,,,60,0,,,,,,,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,5,1,4,0,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,5,5,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,3,0,0,2,3,,,,,,,,0,0,1,0,0,0,3,2,1,0,1,0,0,1,1,0,0,0,0,0,,4,1,,4,1,0,500,500,1,,,,,,,,,1,0,,0,0,0,0,0,0,1,1,0,0,0,,,,4,1,1,,,1,50,4,3,8,1,4,1,1,4,2,1,1,1,4,9,2,93,0,0,0,0,4,1,1,,,.6102,160800,,,0,,4,4,1,0,,1
2682,.6234,1946,1,2,1,1,1,,,,1,1,,1,,0,,,,0,0,0,0,0,0,0,0,12,0,,5,1,1,1,,,,,,,,,,,,1983,1,3,3,,,,,,,,,0,,,,0,1,,1,,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,5,3,3,2,2,7,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,3,1,-1,10,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,,,,,,,,,1,1,0,1,3,3,1,1,0,0,1,0,0,,,,,,,1,5,0,1,0,0,0,0,0,0,1,0,1,0,102000,,1,150000,,1,1000,0,0,2,0,0,0,0,0,0,1,0,1,1,,1,0,0,0,0,0,0,0,0,0,1,2,4,5,4,1,1,,,1,66,6,4,10,3,1,2,1,3,1,16,1,1,3,5,1,59,0,0,0,0,3,1,1,,,.8163,0,,,0,150000,8,7,1,0,,0
3133,1.3972,1975,1,2,1,1,2,,,,1,1,,1,,1,8,,,999,999,999,999,0,0,0,0,0,0,,2,0,0,0,,,,,,,,,,,,,8,1,4,,,,,,,,,0,,,,0,8,,8,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,0,,0,0,8,8,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,10000,,1,40000,,2,1000,0,0,3,0,0,0,1,0,0,0,0,2,,0,0,0,0,0,0,0,0,1,0,0,0,,,,4,2,,2,2,,38,3,2,8,1,4,1,0,5,2,17,3,1,2,3,1,33,1,1,1,0,2,1,1,,,2.1395,0,,,0,40000,4,2,0,1,,0
3085,.5449000000000001,1965,1,2,1,1,1,,,,1,1,,1,,1,0,,,0,0,0,0,0,0,0,0,9,1,,5,0,0,1,,,,,,,,,,,,1999,3,3,3,,,,,,,1,1,0,,,,0,3,2,3,,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,5,5,2,3,2,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,7,5,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,0,,,,,,,,,1,2,0,1,2,2,,,,,,,,,,,,,,3,5,0,0,0,0,0,0,1,0,1,0,1,0,85000,,2,,,2,200,0,800,1,,,,,,,,,2,,0,0,1,0,0,0,0,0,0,0,0,0,,,5,3,1,2,,,,48,4,3,10,3,1,2,1,3,1,15,1,1,3,7,1,74,0,0,0,0,3,1,1,,,.5324,0,1,1,0,85000,6,6,1,0,,0
3188,.9246,1957,1,2,1,7,,,,,7,1,,1,,0,,,,0,0,999,999,0,0,0,0,0,0,,9,1,0,0,,,,,,,,,,,,1995,1,8,3,,,,,,,,,1,,,,0,3,1,3,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,4,3,1,3,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,5,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,14800,,2,,,2,0,1000,0,1,,,,,,,,,2,,0,0,0,0,0,0,0,0,0,1,0,0,3,1,,4,1,1,,,1,56,5,3,12,4,1,2,1,2,1,5,1,0,1,2,1,23,0,0,0,0,2,6,0,,,.8269,0,,,1,14800,2,2,1,1,,0
2664,.873,1948,4,1,,1,1,,,,,,1,1,,,,1,0,999,999,999,999,0,0,0,0,1,1,,4,1,0,0,,,,,,,,,,,,2013,,3,3,,,,,,,,,,0,0,0,2,2,1,2,,3,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,5,5,2,3,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,2,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,3,0,0,8,4,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,33000,,2,,,2,500,0,500,1,,,,,,,,,2,,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,4,1,1,,,2,65,6,4,9,2,1,1,1,1,1,9,2,1,1,2,1,21,0,0,0,0,1,1,1,,,.6824,0,0,0,0,33000,4,4,1,0,,0
1514,.1254,1983,1,2,1,1,1,,,,1,1,,1,,1,0,,,0,1,0,999,0,1,0,0,5,0,,3,0,0,0,,,,,,,,,,,,2010,,8,3,,,,,,,,,0,,,,0,1,,1,,5,0,0,0,1,0,0,0,,1,,,,,,,0,1,0,0,,,,,,,,,,10000,,,,50,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,4,2,3,4,7,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,10,10,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,1,2,1,,,,,,,,,,,,,,1,15,1,1,1,1,1,1,0,1,0,0,0,0,51000,,2,,,2,0,1000,0,1,,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,,,,4,1,1,,,2,30,2,2,10,3,1,1,1,4,1,11,1,1,1,2,1,23,1,1,0,0,2,1,1,,,.109,10000,,,0,51000,5,5,1,0,,1
3362,.6213,1965,1,2,1,1,1,,,,1,1,,1,,1,0,,,0,0,0,999,0,0,0,0,2,1,,3,0,0,1,,,,,,,,,,,,2011,,4,3,,,,,,,0,0,0,,,,1,1,,1,,5,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,1,-1,-1,-1,-1,-1,-1,-1,3,4,3,2,4,4,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,8,6,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,,,,,,,,,1,0,0,0,2,3,,,,,,,,0,1,0,0,1,0,1,15,1,1,0,0,0,0,0,0,0,0,0,0,150000,,1,150000,,2,300,700,0,1,,,,,,,,,2,,0,1,0,0,0,0,0,0,0,0,0,1,,,5,2,1,1,,,2,47,4,3,12,4,1,2,1,5,1,17,1,1,1,2,1,23,0,1,2,0,2,1,1,,,.7125,0,0,0,0,150000,8,8,1,0,,0
282,.7701,1943,3,1,,8,,,3,,,,1,1,,,,1,0,0,0,0,999,0,0,0,0,2,0,67,,0,0,1,,,,,,,,,,,,1998,1,8,3,,,,,,,,,,,,0,0,1,,1,,4,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,5,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,10,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,,,,,,,,,1,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,0,,1,0,,1,0,1000,0,1,,,,,,,,,1,1,,0,0,1,0,0,0,0,0,0,0,1,,,5,4,1,1,,,1,70,6,4,10,3,1,2,1,1,1,7,3,1,2,3,1,31,0,0,0,0,1,5,0,,,.7078,0,,,0,0,1,1,1,0,,0
190,.5868,1989,5,2,1,1,1,,,,,,1,3,0,,,,,0,0,0,0,0,0,0,0,1,0,,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,,8,0,8,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,5,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,9,9,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,0,,0,0,1,1,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,10,,1,52000,,3,500,500,0,1,,,,,,,,,1,0,,1,0,0,0,0,0,0,0,0,0,1,,,,1,1,2,,,,24,1,1,12,4,1,2,0,3,1,18,5,1,3,5,1,59,0,0,0,0,3,1,1,,,.7329,0,,,0,52000,5,1,0,0,,0
1066,.4944,1948,3,5,4,8,,,3,,,,1,1,,,,1,0,0,0,0,0,0,0,0,0,4,1,63,,0,0,1,,,,,,,,,,,,2009,,5,3,,,,,,,,,,0,0,0,1,1,,1,,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,5,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,10,7,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,0,,,,,,,,,,,,,,,,1,10,0,0,0,0,0,0,1,1,0,0,0,0,65000,,2,,,2,500,500,0,1,,,,,,,,,2,,1,1,0,0,0,0,0,0,0,0,0,1,,,5,4,1,1,,,1,65,6,4,12,4,1,2,1,2,1,14,3,1,4,9,1,93,0,0,0,0,2,5,1,,,.4481,0,0,0,0,65000,5,5,1,0,,0
1017,.7353,1946,1,2,1,8,,,3,,8,1,,1,,1,0,,,0,0,0,0,0,0,0,0,2,0,65,,1,1,0,,,,,,,,,,,,2010,,3,3,,,,,,,,,0,,,,0,1,,1,,5,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6,4,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,1,,,,,,,,,,,,,,,,1,25,1,1,0,0,0,0,1,0,0,1,0,0,140000,,2,,,2,250,500,250,1,,,,,,,,,2,,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,4,1,1,,,2,67,6,4,12,4,2,2,1,2,1,17,1,1,3,5,1,56,0,0,0,0,2,5,1,,,.9625,0,,,0,140000,7,7,1,0,,0
1650,1.0059,1981,1,2,1,1,1,,,,1,1,,1,,1,1,,,0,0,0,999,0,0,0,0,8,1,,9,1,1,0,,,,,,,,,,,,2007,1,4,3,,,,,,,0,0,0,,,,1,1,,1,,4,1,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,4,4,1,,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,,0,0,10,8,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,1,0,1,2,2,,,,,,,,,,,,,,2,10,1,1,0,0,0,1,1,1,0,1,0,0,102000,,2,,,2,0,0,1000,1,,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,1,1,3,,3,1,1,,,2,32,2,2,12,4,3,2,0,4,1,16,1,1,4,8,1,86,0,0,1,0,3,1,1,,,1.2053,0,0,0,0,102000,7,7,1,0,,0
2122,.6842,1962,1,1,,1,1,,,,1,1,,1,,-1,,,,1,0,999,999,1,0,0,0,2,0,,4,1,0,1,,,,,,,,,,,,2005,1,2,3,,,,,,,,,0,,,,1,1,,1,,5,0,0,1,,,,,1,,,,0,0,0,0,,,,,,,,,,,,,0,,,,0,,,,0,,1,8,2,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,5,4,2,1,,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,,0,0,5,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,1,0,1,1,1,,,,,,,,,,,,,,2,10,0,1,0,0,0,0,0,1,0,0,0,0,70000,,3,65000,,2,0,1000,0,2,0,1,0,0,0,0,0,0,2,,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,4,1,1,,,1,51,4,3,12,4,1,2,1,2,2,14,1,1,2,4,1,42,0,0,0,0,2,1,1,,,.5968,0,,,0,65000,5,5,1,0,8,1
3710,2.5262,1983,3,2,1,1,1,,,,,,1,2,0,,,,,0,0,0,0,0,0,0,0,1,0,,5,1,0,1,0,0,0,0,1,0,0,0,0,2,1200,,,,,,,,,,,,,,,,0,0,2,2,2,0,2,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,4,4,3,3,2,4,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,5,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,8,,0,0,2,2,,,,,,,,,,,,,,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,,2,,,2,0,0,1000,1,,,,,,,,,1,0,,0,1,0,0,0,0,0,0,0,0,0,1,1,5,4,1,1,,,-1,30,2,2,12,4,4,1,1,4,1,16,1,1,1,2,1,22,1,1,0,0,2,1,1,,,3.115,0,,,0,0,1,1,1,1,,0
1099,2.8857,1966,1,2,1,1,1,,,,1,1,,1,,1,1,,,0,0,0,0,0,0,0,0,4,1,,3,1,0,0,,,,,,,,,,,,2008,1,3,3,,,,,,,0,0,0,,,,1,1,,1,,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,5,5,4,4,4,5,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,3,0,0,7,7,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,,,,,,,1,1,0,0,2,2,,,,,,,,,,,,,,1,15,0,1,0,1,0,0,1,1,0,0,0,0,195000,,2,,,2,400,600,0,2,0,0,0,0,0,0,1,0,2,,1,1,0,0,0,0,0,0,0,0,0,1,2,1,,2,1,1,,,1,46,4,3,13,4,3,2,1,2,1,17,1,1,4,9,1,93,0,0,0,0,2,1,1,,,3.3201,0,0,0,0,195000,8,8,1,0,,0
2199,.2032,1980,1,2,1,3,,,,,1,1,,2,0,,,,,999,999,999,999,0,0,0,0,2,0,,7,1,0,0,0,0,0,1,1,0,0,0,0,1,860,,,,,,,,,,,,,1,,,,0,3,4,3,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,5,5,2,2,4,7,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,,,5,3,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,1,3,-1,1,2,3,,,,,,,,0,1,0,0,0,0,2,0,,,,,,,,,,,,,43000,,2,,,2,0,0,1000,3,1,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0,1,1,,3,1,1,,,1,32,2,2,10,3,1,1,1,5,1,11,1,1,3,5,1,59,0,0,2,1,2,2,1,,,.193,0,,,1,43000,4,4,0,1,,0
137,1.144,1940,1,2,1,5,,,,,2,1,,1,,0,,,,0,0,0,0,0,0,0,0,4,0,,9,0,0,0,,,,,,,,,,,,1986,3,4,3,,,,,,,,,0,,,,0,1,,1,,5,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,4,3,4,5,4,7,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,10,5,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,0,0,1,1,2,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,85000,,2,,,2,0,1000,0,1,,,,,,,,,1,1,,1,1,0,0,0,0,0,0,0,0,1,,,,4,1,1,,,1,73,6,4,10,3,2,2,1,2,1,15,1,0,3,7,1,74,0,0,0,0,2,5,1,,,1.3487,0,,,0,85000,6,6,1,0,,0
1126,.3042,1979,2,2,1,1,1,,,,1,1,,2,0,,,,,999,999,999,999,0,0,0,0,0,0,,9,1,1,0,0,1,0,0,0,0,0,0,0,0,850,,,,,,,,,,,,,0,,,,0,8,,8,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4,3,3,1,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,6,4,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,0,,0,0,2,2,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,45000,,2,,,2,1000,0,0,1,,,,,,,,,2,,0,0,0,0,0,1,1,1,0,0,0,0,1,4,,4,2,,1,,,33,2,2,9,2,1,1,1,2,3,10,6,1,4,9,2,93,0,0,0,0,2,1,1,,,.2488,0,,,0,45000,4,4,0,0,,0
4126,.2443,1978,1,2,1,1,1,,,,2,1,,1,,1,0,,,0,1,0,999,0,1,0,0,3,1,,3,0,0,1,,,,,,,,,,,,2011,,5,3,,,,,,,0,0,0,,,,0,1,,1,,5,0,0,0,0,1,1,0,,1,,,,,,,1,0,0,0,,,,,,,,,,2100,,,,108,,,,,,,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,2,3,2,1,,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,9,7,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,2,6,0,1,1,0,0,1,1,0,0,0,0,0,75000,,2,,,3,300,0,700,1,,,,,,,,,1,1,,1,0,0,0,0,0,0,0,0,0,0,,,4,2,1,1,,,1,35,3,2,14,4,5,1,1,4,1,14,1,1,2,4,1,41,0,2,0,0,2,1,1,,,.2338,2100,0,0,0,75000,6,6,1,0,,1
57,.1254,1944,1,2,1,8,,,3,,8,1,,1,,1,0,,,0,0,0,0,0,0,0,0,1,0,63,,0,0,0,,,,,,,,,,,,1979,3,3,3,,,,,,,,,0,,,,0,3,1,3,,8,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1,2,0,0,1,0,0,0,0,1,5,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,5,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,0,,,,,,,,,1,3,0,1,,,,,,,,,,,,,,,,2,20,0,0,0,0,0,1,1,0,1,0,0,0,46000,,1,55000,,1,500,300,200,1,,,,,,,,,2,,0,0,0,0,0,0,0,0,1,0,0,1,,,,4,1,1,,,1,69,6,4,9,2,5,2,1,2,1,11,1,1,3,7,1,74,0,0,0,0,2,5,1,,,.1151,0,,,0,55000,5,4,1,1,,0
