user,location,tweet text,tweet date
eraser,Sevilla,LIBRA: IS IT REALLY ABOUT MONEY?. Khan &amp; Goodell https://t.co/J0cX0N7V1n #blockchain #crypto #cryptocurrency… https://t.co/nQyS74JWbl,2019-11-14 15:50:03
WhatIsDotCom,"East Coast, USA",Today's #WordOfTheDay comes to you from our own site! #WOTD #WhatIs #GigEconomy #definition https://t.co/dhV21JHK6h https://t.co/6AbRIiLwjg,2019-11-14 15:45:05
starletbrassier,,"'Hermes reaches into the take out bag and pulls out… a fortune cookie, breaking it in half and pulling out a scroll… https://t.co/06BdwG36qD",2019-11-14 15:41:48
Kennedy_m_w,"here, now","RT @Lynk_Kenya: Finding solutions to some meaningful questions together at @WeAreMettaNBO 

#Nairobi #gigeconomy #employment #getlynked htt…",2019-11-14 15:36:40
cardiffbusiness,"Cardiff, Wales","Next up, Professor @EdHeery talks about the @LivingWageUK's influence on #gigeconomy #workers #livingwageweek #TBT… https://t.co/f6Kx0lfPFo",2019-11-14 15:33:22
safwanzaheer,"Pennsylvania, USA","The Most #Dominant #FoodDelivery #App Adds Another $100M To $2B Coffer
#Fintech #Retail #Fooder #Payments… https://t.co/yaQM5E1CHI",2019-11-14 15:31:44
gracchus56,"Brussels, Belgium",RT @KurtVandaele: #Über-influential? How the #gigeconomy's lobbyists undermine social and workers' rights: https://t.co/X2KnyfA52V via  @co…,2019-11-14 15:31:25
Mominleftfield,"ATLANTA, GA",Andrew #Yang preached his #tech-friendly #gospel at Sam Altman's San Francisco house: You can't treat tech like… https://t.co/C0tFS7MDOo,2019-11-14 15:28:58
InternsStudent,USA,Love #UX #design as a career path - great - but know it is part of the #gigeconomy and the other skills you need to… https://t.co/0j7RI4gBVp,2019-11-14 15:28:47
drwilsonwong,"London, England",@marcus_ellmer #DHRM2019 @DutchHRMNetwork #gigeconomy #Workers #voice in #digital #platforms shaped by #cost… https://t.co/2jMc9y0IHQ,2019-11-14 15:24:33
debgotwired,"Bengaluru, India","So, here are the results. 61% say they'd opt for remote work should they get the chance. 

#remotework… https://t.co/ckeWA5qQt5",2019-11-14 15:17:37
hedgetradehq,Singapore,"Are you ready to join the fun?😎

https://t.co/1LWbAqeiWI

#blockchain #gigeconomy #jobs #cryptocurrency https://t.co/KdHaUKHf6O",2019-11-14 15:10:16
economy_gig,"Los Angeles, CA","RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 15:01:37
c_lamptey,"Greater Accra, Ghana",RT @MackCurt: What an excellent example this great fellow of the @electroneum community has put together on a short video on how the #AnyTa…,2019-11-14 14:58:55
CaseyTjaden,,"RT @gladkiwi: If your innovation sector is more focused on the #GigEconomy and not the #GreenEconomy, you’re probably going backwards. http…",2019-11-14 14:51:52
LazardAssetUK,United Kingdom,RT @Pension4Purpose: Understanding the investment implications of the gig economy - @LazardAssetUK provide their thoughts https://t.co/pvvN…,2019-11-14 14:50:22
utsavguru,,RT @UTobyM: Totally unsustainable. The #gigeconomy looks like the dotcom economy just before it blew up. https://t.co/x4HZMToLXc,2019-11-14 14:50:17
vchecketts,"Utah, USA",I always love the @SpeakingOnBiz segments on @kslnewsradio! I especially enjoyed hearing about… https://t.co/cPLSAtdfKq,2019-11-14 14:37:48
sdgaga74,New Jersey,RT @MackCurt: What an excellent example this great fellow of the @electroneum community has put together on a short video on how the #AnyTa…,2019-11-14 14:36:30
WorkLife_blog,"London, England","#ThrowbackThursday to our Nov 2017 post ""Breastfeeding and the 24/7 economy: can evenings play a unique role?"" revi… https://t.co/hRgwUfLinn",2019-11-14 14:35:02
minalkanungo,,Kicked off Topcoder #TCO19 in #houstontx yesterday. The problem was first marathon final that concluded. Try to sol… https://t.co/2Qbbh5O2YL,2019-11-14 14:32:43
EcourseReviews,,Want to understand why #companies hire #marketing consultants over agencies or even build their own teams? Find out… https://t.co/9OVJMkiy2s,2019-11-14 14:13:01
BharambePB,"London, England",RT @UTobyM: Totally unsustainable. The #gigeconomy looks like the dotcom economy just before it blew up. https://t.co/x4HZMToLXc,2019-11-14 14:11:36
TheCentreSocial,Planet Earth,RT @TamaraMcCleary: The #FutureOfWork Is 60/30/10 https://t.co/dNDin3bPeR #gigeconomy https://t.co/F0gzdCW538,2019-11-14 14:04:41
QuentinLandau,In the thick of it,"Uber, Lyft, and DoorDash kick off $90 million fight against California’s gig worker law https://t.co/OTXR10cWr0… https://t.co/iJ3nuSzqdG",2019-11-14 14:00:04
ElectroneumCZSK,Brno,RT @MackCurt: What an excellent example this great fellow of the @electroneum community has put together on a short video on how the #AnyTa…,2019-11-14 13:41:59
kingnaj1,East london,"RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 13:36:41
aprateek023,,RT @UTobyM: Totally unsustainable. The #gigeconomy looks like the dotcom economy just before it blew up. https://t.co/x4HZMToLXc,2019-11-14 13:34:05
moonlyte_social,"Bengaluru South, India",It is quite common to confuse advise with advice. Do you know the difference between the two? Share your knowledge… https://t.co/VBrOcVBWIA,2019-11-14 13:31:14
dianemulcahy,Boston MA,Thanks @WebSummit for inviting me to speak twice on the Venture stage -- first about Trends in #VC and then about t… https://t.co/qDRkVJ1yZk,2019-11-14 13:20:07
dtewary,"Kolkata, India",RT @UTobyM: Totally unsustainable. The #gigeconomy looks like the dotcom economy just before it blew up. https://t.co/x4HZMToLXc,2019-11-14 13:19:55
Ultimal,,RT @MackCurt: What an excellent example this great fellow of the @electroneum community has put together on a short video on how the #AnyTa…,2019-11-14 13:07:48
QuentinLandau,In the thick of it,Instacart Workers Are Striking Because of the App’s User Interface https://t.co/IOZnBS7Zwk #Instacart #GigEconomy… https://t.co/4UnoNCqKPZ,2019-11-14 13:00:14
QuentinLandau,In the thick of it,Instacart Customers and Workers Are Revolting Against the App https://t.co/XFEofpweNF #GigEconomy #BusinessModel… https://t.co/TF4yoX08Hm,2019-11-14 13:00:07
QuentinLandau,In the thick of it,Instacart Cuts 'Quality' Bonus After Workers Go on 3-Day Strike https://t.co/RoBn43vsi3 #GigEconomy #BusinessModel https://t.co/AoKffXvY56,2019-11-14 13:00:05
SimonSchumich,"Wien, Österreich",@LukasLehner_ @katzianw @CKleinAK @ThomasLehner2 @MartinRisak @VBohrnMena @tamesberger @SimonTheurl @Arbeiterkammer… https://t.co/l4r8c2Hf45,2019-11-14 12:57:24
JaviervW,,Want to understand why #companies hire #marketing consultants over agencies or even build their own teams? Find out… https://t.co/yCyMApfDhy,2019-11-14 12:53:01
RathiAayush,Bangalore/Delhi,RT @ODIdev: 📖 New report | This in-depth study explores for the first time the impact of the #gigeconomy on female workers in #SouthAfrica…,2019-11-14 12:39:02
freelance_dog,,This Entrepreneur Found Her Niche in Website Maintenance and Security https://t.co/8kJSgcIyGx #freelance #startup #gig #gigeconomy,2019-11-14 12:31:20
vipinvenu85,"Vaikam, Kerala",RT @UTobyM: Totally unsustainable. The #gigeconomy looks like the dotcom economy just before it blew up. https://t.co/x4HZMToLXc,2019-11-14 12:13:58
WeAreMettaNBO,"Nairobi, Kenya","RT @Lynk_Kenya: Finding solutions to some meaningful questions together at @WeAreMettaNBO 

#Nairobi #gigeconomy #employment #getlynked htt…",2019-11-14 12:11:21
RMP7038,"Barcelona, España","RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 12:08:51
Ajay19621209,,"RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 12:02:13
PeakPerfMatters,United Kingdom,Accountants “losing clients” as contractors opt for PAYE to avoid #IR35 pitfalls #PrivateSector #GigEconomy   https://t.co/kQdtPxmjLd,2019-11-14 12:00:48
InstituteFA,"London, England",The growth in contract work and the impact of the #gigeconomy is having a major impact with taxpayers.  #tax… https://t.co/89dZ0PSg74,2019-11-14 12:00:29
Lynk_Kenya,"Nairobi, Kenya","Finding solutions to some meaningful questions together at @WeAreMettaNBO 

#Nairobi #gigeconomy #employment… https://t.co/SokReflYby",2019-11-14 11:56:06
TapolyUK,"London, England","Our latest blog explores the options for #freelancers, #contractors and #selfemployed individuals when they are cal… https://t.co/7whi8PoyuJ",2019-11-14 11:50:04
EtnMarkets,,RT @MackCurt: What an excellent example this great fellow of the @electroneum community has put together on a short video on how the #AnyTa…,2019-11-14 11:20:09
HampsteadWealth,"London, England","#GigWorkers lose out on #pension savings #GigEconomy

https://t.co/cAva1wn0Xv https://t.co/z6basBa0e0",2019-11-14 11:18:10
HeinerSalomon,"London, England","@abiehunt presenting on the effect of the #gigeconomy on (female) labour in Southeast Asia. Also, she gave us the h… https://t.co/1UEcT39aKo",2019-11-14 11:17:11
phoenixprodev,United Kingdom,"Do you have skills that could earn you money?

Sign-up to @peopleperhour and sell your skills / services to busines… https://t.co/FVUKKWG0YA",2019-11-14 11:00:59
QuentinLandau,In the thick of it,"Here’s what you should tip Uber, DoorDash, and Instacart workers https://t.co/BwHchVsdz2 #GigEconomy https://t.co/AJJmleaRt8",2019-11-14 11:00:39
QuentinLandau,In the thick of it,"Your Secret Uber Tipping Behavior, Exposed https://t.co/BILQZAm0u2 #Uber #GigEconomy #Market",2019-11-14 11:00:37
infoacua,Uruguay,"RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 10:57:51
taxibukanero1,españa,"RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 10:50:58
moonlyte_social,"Bengaluru South, India",Will the gig economy enable a smart business model? Hear it from Ajay Nanavati &amp; Lloyd Mathias. Stay tuned for the… https://t.co/EaBN9Y1ime,2019-11-14 10:50:41
DoorDash666,United States,RT @KDBurnerNumber2: @Doordash Screws over their Drivers by paying us less than before. Giving us 2-4 dollar pay per order no matter how lo…,2019-11-14 10:48:20
ParisSelinas,Paris is in London,"I recently watched #SorryWeMissedYou, great film if a bit too dark, which could compromise the point it is trying t… https://t.co/VzF9Di7Btz",2019-11-14 10:33:49
StartupsBot,"San Francisco, CA",RT @eraser: Self Sovereign Digital Identity on the Blockchain: A Discourse Analysis. Onat Kibaroglu National University of Singapore https:…,2019-11-14 10:30:21
eraser,Sevilla,Self Sovereign Digital Identity on the Blockchain: A Discourse Analysis. Onat Kibaroglu National University of Sing… https://t.co/gThgkUTfpX,2019-11-14 10:30:07
eustartup_comp,Europe,RT @themadpaintr: #Fundraising for an early-stage jobtech focused #startup isn’t easy. Don’t miss out on this opportunity by @UnitusVenture…,2019-11-14 10:22:58
MarielleMonts,"Montréal, Québec",RT @ODIdev: 📖 New report | This in-depth study explores for the first time the impact of the #gigeconomy on female workers in #SouthAfrica…,2019-11-14 10:21:28
akshaykanoria,Mumbai,RT @UTobyM: Totally unsustainable. The #gigeconomy looks like the dotcom economy just before it blew up. https://t.co/x4HZMToLXc,2019-11-14 10:14:47
Artpimppimp,,"RT @ElectroneumCZSK: @Forbes How to help people escape #poverty. Provide the Funds to get Connected, the Skills &amp; Access to Work &amp; Earn. We…",2019-11-14 10:04:00
nupedp,Nigeria,"RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 09:59:33
MyTransferHub,"England, United Kingdom","RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 09:55:19
jlguinea75,,"RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 09:45:39
FrankMuyanja,Entebbe,Want to understand why #companies hire #marketing consultants over agencies or even build their own teams? Find out… https://t.co/NvMY7XV4r0,2019-11-14 09:41:01
eraser,Sevilla,Introducing the European Blockchain Services Infrastructure (EBSI) #EBSI Connecting Europe. CEF Digital @eGov_EU… https://t.co/dbnIcbYQqn,2019-11-14 09:40:02
MarkGleaves,In the village,"@BorisJohnson The #gigeconomy in the UK is the result of nine years of @conservatives misrule.
""Boris"" has part-tim… https://t.co/WmV1331sVG",2019-11-14 09:36:18
themadpaintr,"Bangalore, India",#Fundraising for an early-stage jobtech focused #startup isn’t easy. Don’t miss out on this opportunity by… https://t.co/TsWS6Z8NHJ,2019-11-14 09:29:11
Corrupt1The,,"RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 09:28:20
eraser,Sevilla,“Smart Cities: Investing in the Future”. London: The Economist Intelligence Unit e Invesco https://t.co/GchBdrNJkn… https://t.co/yRkmZF0zjC,2019-11-14 09:10:08
Bodii06,"lagos,Nigeria","RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 08:56:43
MackCurt,USA,What an excellent example this great fellow of the @electroneum community has put together on a short video on how… https://t.co/qDjQKIJHAd,2019-11-14 08:56:18
robinaoliver,Pembrokeshire,"RT @bdoaccountant: With April 2020 fast approaching, partner Dawn Register has written a piece for @FTAdviser about how the #IR35 rule chan…",2019-11-14 08:55:46
rucsb,"Delhi, India ",I am in the process of transitioning from opportunity seeker to opportunity creator . Love the work that I do  and… https://t.co/DAdclHuHTO,2019-11-14 08:46:21
BFAGlobal,Global,"RT @ImpactLabsEA: Happening now @WeAreMettaNBO. Join the conversation

Jerioth Mwaura - @ImpactLabsEA project lead addresses the question,…",2019-11-14 08:36:06
ImpactLabsEA,,"Happening now @WeAreMettaNBO. Join the conversation

Jerioth Mwaura - @ImpactLabsEA project lead addresses the ques… https://t.co/4KY5nB9SQc",2019-11-14 08:33:21
BFAGlobal,Global,RT @AfriSignature: Digital commerce offers new avenues for employment growth including #biggermarkets #increasedinnovation and #higherprodu…,2019-11-14 08:31:53
ImpactLabsEA,,"Happening now! Join the conversation.

Insights on the fundamentals of #GigWork in #Kenya by our Project Lead, Jeri… https://t.co/Enfxb1pxFM",2019-11-14 08:23:12
onecarworkshop,"Las Vegas, NV","RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 08:19:20
AmanNirwal1,"City of London, London","RT @bdoaccountant: With April 2020 fast approaching, partner Dawn Register has written a piece for @FTAdviser about how the #IR35 rule chan…",2019-11-14 08:16:34
anandhariharan,,RT @UTobyM: Totally unsustainable. The #gigeconomy looks like the dotcom economy just before it blew up. https://t.co/x4HZMToLXc,2019-11-14 08:16:04
gdalmiathinks,,RT @UTobyM: Totally unsustainable. The #gigeconomy looks like the dotcom economy just before it blew up. https://t.co/x4HZMToLXc,2019-11-14 07:55:17
travitron1000,,"RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 07:52:14
maiwega,Nigeria,"RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 07:52:07
LTDAForum,"London, England","RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 07:51:59
_drivers_united,"Los Angeles, CA","RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 07:51:07
GigsForMe,,The Best Gig Economy Jobs - Make Extra Money On The Side https://t.co/OJCh9TPSKw via @thisonlineworld #GigEconomy… https://t.co/ac6hl1xssk,2019-11-14 07:51:00
UTobyM,BLR/LON| Opinions Are Personal,Totally unsustainable. The #gigeconomy looks like the dotcom economy just before it blew up. https://t.co/x4HZMToLXc,2019-11-14 07:49:29
TeagueIan,"Cheltenham, England",RT @iPipelineUK: iPipeline's Chris Samuel discusses the growth of the gig economy and the huge opportunity this underserved market presents…,2019-11-14 07:43:25
Buckiemohawk,mohawkville,"RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 07:39:33
StephenJRusse1l,London,"RT @RuwanSubasinghe: The state of this... 🤦🏾‍♂️

Wow. 

#Uber #gigeconomy https://t.co/LKWEqWBNNT",2019-11-14 07:35:49
Chethan_XPro,"Bengaluru, India","RT @Xpheno_: India contributes 40% of #freelance #jobs globally. While 15 million skilled professionals are working today as gig workers, w…",2019-11-14 07:30:14
Taximann_Berlin,,"RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 07:20:23
ntjustaprincess,"England, United Kingdom",The Gig Economy Is Coming Up Female https://t.co/fsPEAlfpyo… #notjustaprincess #gigeconomy #femalworkers #challengingstereotypes,2019-11-14 07:15:08
shadycrypto1, unfollow me = unfollow u,"RT @ElectroneumCZSK: @Forbes How to help people escape #poverty. Provide the Funds to get Connected, the Skills &amp; Access to Work &amp; Earn. We…",2019-11-14 07:14:21
drjoyce_knudsen,Worldwde,"RT @JanthanaK: It's a great honour to be featured in an ""At work"" article by Efma #insurance #insurtech #smallbusinesses #gigeconomy #selfe…",2019-11-14 07:09:56
BolaBoii,London UK,"RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 07:07:01
odmanasli,Istanbul,"RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 07:06:23
tapchief,"Bengaluru, Karnataka",🔔Less than 7 hours to our FB Live Q&amp;A session with Legal Expert Sudarshan Lodha on Legal Basics &amp; Strategies for Fr… https://t.co/zM4QxW9CI4,2019-11-14 07:04:15
carbonederigau,"Los Angeles, CA","RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 07:03:07
AfriSignature,"Nairobi, Kenya",Digital commerce offers new avenues for employment growth including #biggermarkets #increasedinnovation and… https://t.co/FV64k1v115,2019-11-14 06:59:52
ZNizaraly,Paris,"RT @RuwanSubasinghe: The state of this... 🤦🏾‍♂️

Wow. 

#Uber #gigeconomy https://t.co/LKWEqWBNNT",2019-11-14 06:56:26
PhalinShah,Bombay,The SoftBank Effect: How $100 Billion Left Workers in a Hole https://t.co/UDrv9qtqqs #gigeconomy,2019-11-14 06:49:30
EtnMarkets,,"RT @ElectroneumCZSK: @Forbes How to help people escape #poverty. Provide the Funds to get Connected, the Skills &amp; Access to Work &amp; Earn. We…",2019-11-14 06:39:37
SR_russell99,United Kingdom,Team @solvsocial does it again! 🏆 🌟 #CCAawards #gigeconomy #winner #technology #Belfast #Glasgow #innovation… https://t.co/kkZhcHe4Ow,2019-11-14 06:34:21
Pravsw,Mumbai,"RT @PeopleMatters2: A #gigworker does not have a defined path, what does success then look like for him/her? Here are four ways to define s…",2019-11-14 06:32:57
agileworkforc,,"Effectively implementing,  monitoring and continuously improving processes is the key difference between enterprise… https://t.co/lGju8OIKNC",2019-11-14 06:27:10
ElectroneumCZSK,Brno,"@Forbes How to help people escape #poverty. Provide the Funds to get Connected, the Skills &amp; Access to Work &amp; Earn.… https://t.co/TXoSHsndVm",2019-11-14 06:17:05
dammkring,Barcelona,"RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 06:14:57
humanworkplace,"Boulder, Colorado",RT @jwjnational: It's well past time for #gigeconomy companies to stop taking advantage of their biggest asset: the working people who make…,2019-11-14 06:11:48
TheSoulCab,Cali,"RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 05:48:35
DragonWaking,world of online robber barons,Some people exploit people through ignorance. Others don't care and don't want to know. #ethics #labor #gigeconomy https://t.co/nUkVwODpMx,2019-11-14 05:34:23
RushiDTrivedi,"Manhattan, NY","We work fiasco is like the gift that keeps on giving
Loss balloons to $1.25B - maybe recoup losses from Adam Neuman… https://t.co/i0cF8PtDS5",2019-11-14 05:19:33
VictorSharma12,"New York, USA","RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 03:59:34
SamplePlease,USA,"RT @MatthewTelles: Agreed.
This is a very serious problem for upwards of FIFTY MILLION AMERICANS.

You talk about tech accountability, yet…",2019-11-14 03:37:53
DeanWilliamsEY,,RT @DeanWilliamsEY: Are you a Financial Auditor looking for your next gig in New York City? #GigNow #FutureOfWork #GigEconomy #Innovation h…,2019-11-14 03:34:39
EvaRios2011,Argentina,"RT @RuwanSubasinghe: The state of this... 🤦🏾‍♂️

Wow. 

#Uber #gigeconomy https://t.co/LKWEqWBNNT",2019-11-14 03:12:42
TEBaird,"Santa Monica, CA","RT @gigmor: New venue in LONG BEACH, CA is looking for bands that have a draw.  Open to any type of music. Apply at @gigmor:  https://t.co/…",2019-11-14 03:01:23
TEBaird,"Santa Monica, CA",RT @gigmor: NEW YEARS EVE GIG! Apply @gigmor: https://t.co/jfGx3Sl8tr #gigmor #gigs #paidgig #paidgigs #gigeconomy #artists #bands #alterna…,2019-11-14 03:01:20
TEBaird,"Santa Monica, CA",RT @gigmor: CALLING ALL JAZZ MUSICIANS! A cancellation has created an opening on a Jazz Tuesday night on 11/19. Apply @gigmor: https://t.co…,2019-11-14 03:01:17
TEBaird,"Santa Monica, CA","RT @gigmor: OPEN for Guns N Roses cover band, Hollywood Roses, on November 29 at @TheWhiskyAGoGo. Apply @Gigmor: https://t.co/OryGtQJcH5 #g…",2019-11-14 03:01:11
UBERTRUTH2,"New York, NY","RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 02:58:23
HRDigitalBE,"Brussels, Belgium",RT @CJD_Ardent: Check out my conversation w/ @Upwork CEO Stephane Kasriel (@skasriel) on this week's #ContingentWorkforce Weekly podcast. S…,2019-11-14 02:43:53
PaxusIT,Australia,RT @TrevorChurchley: Redundancy is more stressful for Over 50s than any other age group...but you’re never too old to learn new skills &amp; tr…,2019-11-14 02:42:50
RideSafeWorld,World Wide,"RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 02:36:06
MatthewTelles,United States,"Agreed.
This is a very serious problem for upwards of FIFTY MILLION AMERICANS.

You talk about tech accountability,… https://t.co/hZAMcouNua",2019-11-14 02:31:18
shadowconn,"Indianapolis, IN","6 Benefits of Being a Freelance Writer

Are you looking to make money on your writing, free up your time and give y… https://t.co/lVZB6ref9f",2019-11-14 02:20:00
TrevorChurchley,"Sydney, Australia",Redundancy is more stressful for Over 50s than any other age group...but you’re never too old to learn new skills &amp;… https://t.co/6Z0PUqfU5K,2019-11-14 02:15:05
Upwork,180+ countries,RT @CJD_Ardent: Check out my conversation w/ @Upwork CEO Stephane Kasriel (@skasriel) on this week's #ContingentWorkforce Weekly podcast. S…,2019-11-14 02:02:00
RuwanSubasinghe,"Montréal, Québec","The state of this... 🤦🏾‍♂️

Wow. 

#Uber #gigeconomy https://t.co/LKWEqWBNNT",2019-11-14 01:54:24
invest_asean,Southeast Asia,Ride-hailing firm #Gojek to start pilot run in Malaysia in January 2020 🛵 #asean #digitaleconomy #gigeconomy… https://t.co/7fS7dbyj8w,2019-11-14 01:50:02
jafarmirsalari,"Toronto, Ontario","RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 01:48:27
BadUberX,Canada,"RT @Yaseenaslam381: Uber drivers occupy Uber office in Lille (France) for hours! #Uber #gigeconomy 
@BENALIBrahim20 @United_PHD https://t.c…",2019-11-14 01:44:05
marionmcgovern,San Francisco,Politics and the #GigEconomy https://t.co/MQ9V4xBHU6,2019-11-14 01:33:34
MahenArko,"Noida, India","RT @Xpheno_: India contributes 40% of #freelance #jobs globally. While 15 million skilled professionals are working today as gig workers, w…",2019-11-14 01:18:37
eraser,Sevilla,Picking the Right Blockchain for the Job. Andreas M. Antonopoulos #Video @aantonop https://t.co/75SHQpFRzi… https://t.co/BIr1YGxInj,2019-11-14 01:15:03
Mathew_Farmakis,"The Web, via Melbourne","Also, I've transcribed many of my meetings &amp; brainstorming sessions in the past - would  anyone out there need any… https://t.co/UUlm6swmk1",2019-11-14 01:08:42
ShareEconomyCPA,,Avoid the most common tax mistakes and get your taxes done right the first time https://t.co/Dn4llRsH4A #taxtips… https://t.co/9RVMI0aSLD,2019-11-14 00:40:16
edjlazar,"Sydney, New South Wales",RT @Hana_ElSayyed: Research shows companies that embrace flexible work models can close the widening #talent gap and boost #business #produ…,2019-11-14 00:32:55
DyanFinkhousen,"Boston, MA",RT @OpenAssembly1: Rather than fight the human cloud — electronically mediated work including online staffing — some traditional staffing f…,2019-11-14 00:05:56
teamcoworker,,"""I have sacrificed working for them and put up with it all just to put food on my table.""

Workers for the on-deman… https://t.co/XRFfSrpDzn",2019-11-14 00:00:18
simplicityci,"Kirkland, WA","The #gigeconomy is forcing thousands of organizations to rethink how they hire to reach their goals. 

Tap exceptio… https://t.co/PKEQyCLaiR",2019-11-13 23:40:00
dhumpachika,Earth,RT @Apollo_LFB: You may know I'm a friend of the #cycling and #courier family. My friend Robbie is writing issue 3 of his zine so if you wo…,2019-11-13 23:20:31
risrach,San Francisco CA,RT @CJD_Ardent: New #ContingentWorkforce Weekly podcast: @tipalti CMO Rob Israch (@risrach) joins me to discuss the critical role of #Payme…,2019-11-13 23:14:50
zineroom_info,Worldwide,RT @Apollo_LFB: You may know I'm a friend of the #cycling and #courier family. My friend Robbie is writing issue 3 of his zine so if you wo…,2019-11-13 23:14:28
OpenAssembly1,"Boulder, CO",@jtwinsor knows developing and implementing an open talent strategy is an exciting step that puts organizations out… https://t.co/If426FwBW0,2019-11-13 23:14:26
alexwillison,Beaconsfield,"RT @EmptyInAngel: Empty In Angel TRAILER - check it out!🚴‍♀️💥✊
@emptyinangel @WhiteBearTheatr 
Tickets: https://t.co/v8WVpZrfPr
Instagram:…",2019-11-13 23:08:45
Apollo_LFB,London & Athens,You may know I'm a friend of the #cycling and #courier family. My friend Robbie is writing issue 3 of his zine so i… https://t.co/wi72YHKndc,2019-11-13 23:08:13
kmlauney,"Sacramento, CA",RT @MarketplaceRisk: Top executives from several gig-economy companies based in California are weighing in on AB5 and how it will affect th…,2019-11-13 23:07:29
PsycheReady,"Hartford, CT","My husband when I tell him I'm approaching a MH crisis: ""Don't take on any new editing jobs tonight!""

He knows me… https://t.co/Gx5LQJCElU",2019-11-13 23:04:21
PaulRich_Actor,"London, England","This was the view of my stall once I had finally got everything back in the van at 5:10... Coincidentally, this is… https://t.co/qCjK7En4jG",2019-11-13 22:34:11
